 product_name,product_category_tree,brand,discounted_price,description
Bharatcraft Lord Ganesha with Diya on Leaf Showpiece  -  10.16 cm,"[""Home Decor & Festive Needs >> Table Decor & Handicrafts >> Table Decor >> Showpiece >> Religious Idols >> Bharatcraft Religious Idols >> Bharatcraft Lord Ganesha with Diya on Leaf Showp...""]",Bharatcraft,599,"Key Features of Bharatcraft Lord Ganesha with Diya on Leaf Showpiece  -  10.16 cm Aluminium Height - 10.16 cm Width - 13.97 cm,Bharatcraft Lord Ganesha with Diya on Leaf Showpiece  -  10.16 cm (Aluminium, Silver) Price: Rs. 799 Specifications of Lord Ganesha with Diya on Leaf Showpiece,Specifications of Bharatcraft Lord Ganesha with Diya on Leaf Showpiece  -  10.16 cm (Aluminium, Silver) General Brand Bharatcraft Model Number H10101 Type Religious Idols Model Name Lord Ganesha with Diya on Leaf Material Aluminium Color Silver Dimensions Height 10.16 cm Width 13.97 cm Depth 5.5 cm In the Box Sales Package 1 showpiece figurine Pack of 1"
Weldecor Picture Light Wall Lamp,"[""Home Decor & Festive Needs >> Decorative Lighting & Lamps >> Wall Lamps >> Weldecor Wall Lamps >> Weldecor Picture Light Wall Lamp (2)""]",Weldecor,2399,"Key Features of Weldecor Picture Light Wall Lamp HandMade Carved Brass,Weldecor Picture Light Wall Lamp (2) Price: Rs. 2,999 Feel royal and get spoiled with the sparkling gold Weldecor Lighting Downward Double Shade Picture Light/SpotLight. Made of antique finished brass, it is a hand carved masterpiece. It comes with Two B22 holder(Indian two pin holder). It is compatible with every type of CFL or LED, Glass Bulbs. MAKE IN INDIA,Specifications of Weldecor Picture Light Wall Lamp (2) General Mount Type Surface Mounted Bulb Included No Brand Color Brass Brand Weldecor Suitable For Display Light, Mirror Light, Spot Light Bulb Used LED, CFL Model Number WD-DoublePL-1004 Number of Lights 2 Type Picture Light Material Brass Adjustable Yes Color Gold Dimensions Weight 200 g Height 20 cm Width 31 cm In the Box 1 Picture Light"
VarEesha Wooden Key Holder,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Key Holders >> VarEesha Key Holders >> VarEesha Wooden Key Holder (8 Hooks, Multicolor)""]",VarEesha,1199,"Key Features of VarEesha Wooden Key Holder Hand made using wrought iron and mango wood Color - Brown Material - Sheesham wood Care instructions : Clean with a wet cloth and wipe gently.,VarEesha Wooden Key Holder (8 Hooks, Multicolor) Price: Rs. 1,199 Traditional design combined with utility, this wood and iron designed keybox is a convenient place to store all your keys. The iron design has a glass back to protect from dust and makes this box very manageable. Has 6 hooks inside for your keys which are less frequently used and 2 bigger hooks outside for car keys and other bigger keys which are used daily.,Specifications of VarEesha Wooden Key Holder (8 Hooks, Multicolor) General Brand VarEesha Model Number VSSWH001 Material Wooden Number of Hooks 8 Color Multicolor In the box Sales Package 1 KeyHanger Pack of 1 Dimensions Weight 900 g Other Dimensions L*B*H-20x10x35 cms"
AND Designs Artistic Wooden Key Holder Wooden Key Holder,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Key Holders >> AND Designs Key Holders >> AND Designs Artistic Wooden Key Holder Wooden Ke...""]",AND Designs,300,"Key Features of AND Designs Artistic Wooden Key Holder Wooden Key Holder Cloth Hanger Artistic Handicraft Package Holder Treditional Handicraft,AND Designs Artistic Wooden Key Holder Wooden Key Holder (6 Hooks, Multicolor) Price: Rs. 300 Artistic Handicrafts, Key Holder, Cloth Hanger, Wall Decorator,Specifications of AND Designs Artistic Wooden Key Holder Wooden Key Holder (6 Hooks, Multicolor) General Shape Semi Circle Brand AND Designs Model Number AND021600028 Material Wooden Model Name Artistic Wooden Key Holder Number of Hooks 6 Color Multicolor In the box Sales Package 1 Key Holder Pack of 1 Dimensions Height 13 cm Width 25 cm"
VarEesha Wooden Key Holder,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Key Holders >> VarEesha Key Holders >> VarEesha Wooden Key Holder (4 Hooks, Multicolor)""]",VarEesha,599,"Key Features of VarEesha Wooden Key Holder Hand Painted using Rajasthani Cone work Color - Multicolored Material - Recycled Wood Care instructions : Clean with a wet cloth and wipe gently.,VarEesha Wooden Key Holder (4 Hooks, Multicolor) Price: Rs. 599 An elegant Royal Hand Made Key Holder from VarEesha, this is a small, yet convenient utility cum decorative wall hanging. It has four hooks to store daily knick knacks and keys. Mafe in classic colours combination of gold and copper, it brings a traditional touch to your decor.,Specifications of VarEesha Wooden Key Holder (4 Hooks, Multicolor) General Brand VarEesha Model Number VGBWH003 Material Wooden Number of Hooks 4 Color Multicolor In the box Sales Package 1 KeyHanger Pack of 1 Dimensions Weight 340 g Other Dimensions L*B*H-17x2x20 cms"
BI Classics Wallpaper,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Wallpapers >> BI Wallpapers >> BI Classics Wallpaper (520 cm X 106 cm)""]",BI,2490,"Key Features of BI Classics Wallpaper easy to use fastly or swiftly done Hassle free,BI Classics Wallpaper (520 cm X 106 cm) Price: Rs. 2,490 wallpapers are a new way of living we can make our walls speak for themselves.wallpapers add elegance,richness and elegance to our interior spaces and make a standout stylestatement. They are easy to use,fastly done and hassle free.,Specifications of BI Classics Wallpaper (520 cm X 106 cm) General Brand BI Scratch Resistant No Shade blue Match Straight Material Paper, Vinyl Finish textured Color Cream, Brown, golden, Red, Blue Design floral::antique Shape cylindrical Suitable For kitchen, Bathroom, drawing room, offices, hospitals, lobbies, et Theme Classics Model Number B0027 Length 520 cm Paper Type Vinyl-coated Width 106 cm Print Type Surface Printing Size 57sqft material Warranty Warranty Summary warranty only resides till the delivery of the product,any breakages till the delivery Dimensions Weight 1500 g Paper Density 250 gsm Additional Features Washable Yes In the Box Pack of 1"
Treasure Showpiece  -  23 cm,"[""Home Decor & Festive Needs >> Table Decor & Handicrafts >> Showpieces >> Fengshui >> Treasure Fengshui >> Treasure Showpiece  -  23 cm (Polyresin, Blue)""]",Treasure,399,"Key Features of Treasure Showpiece  -  23 cm Polyresin Height - 23 cm Width - 1 cm,Specifications of Treasure Showpiece  -  23 cm (Polyresin, Blue) General Brand Treasure Model Number TE6 Type Fengshui Material Polyresin Color Blue Dimensions Height 23 cm Width 1 cm Depth 1 cm In the Box Sales Package 1 show piece"
"Linzina Wedding, Party, Festive Gold Pearls, Beads, Stone  Clutch","[""Bags, Wallets & Belts >> Wallets & Clutches >> Clutches >> Linzina Clutches >> Linzina Wedding, Party, Festive Gold Pearls, Bea...""]",Linzina,989,"Key Features of Linzina Wedding, Party, Festive Gold Pearls, Beads, Stone  Clutch Occasion: Wedding, Party, Festive Compartments: 3 Closure: Zip, Magnet,Specifications of Linzina Wedding, Party, Festive Gold Pearls, Beads, Stone  Clutch General Closure Zip, Magnet Material Pearls, Beads, Stone Style Code CLU 0018M Occasion Wedding, Party, Festive Color Code Gold Body Features Card Slots 3 Number of Compartments 3 In the Box 1 Clutch"
@home Glass Vase,"[""Home Decor & Festive Needs >> Flowers, Plants & Vases >> Flower Vase >> @home Flower Vase >> @home Glass Vase (18 inch, Grey)""]",@home,2173,"Specifications of @home Glass Vase (18 inch, Grey) General Brand @home Suitable For Table Model Number HGFVSCGSTGRY00094 Type Garden Decor Material Glass Color Grey Dimensions Height 18 inch Width 18 inch Depth 42 inch In the Box Sales Package 1 Vase Pack of 1"
MayurShilpa Paper Vase,"[""Home Decor & Festive Needs >> Flowers, Plants & Vases >> Flower Vase >> MayurShilpa Flower Vase >> MayurShilpa Paper Vase (8 inch, Multicolor)""]",MayurShilpa,428,"Key Features of MayurShilpa Paper Vase Handmade Flower Vase,MayurShilpa Paper Vase (8 inch, Multicolor) Price: Rs. 428 A flower vase with cylindrical shape with two rings at the outer part makes it perfect. Lovely floral design on the outer part gives a spectacular look to the vase. Any kind of flower can be kept on this and it wont disappoint with the style. A beautiful product from paper mache.,Specifications of MayurShilpa Paper Vase (8 inch, Multicolor) General Brand MayurShilpa Suitable For Table Model Number 441 Material Paper Color Multicolor Dimensions Top Diameter 3 inch Weight 185 g Height 8 inch Width 3 inch Depth 3 inch Warranty Covered in Warranty NA Warranty Service Type NA Not Covered in Warranty NA Body & Design Features Shape Cylinder Design Cylinder In the Box Sales Package 1Vase Pack of 1"
Smart Wall Guru Medium Adhesive Sticker,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Wall Decals & Stickers >> Smart Wall Guru Wall Decals & Stickers >> Smart Wall Guru Medium Adhesive Sticker (Pack of 1)""]",Smart Wall Guru,299,"Key Features of Smart Wall Guru Medium Adhesive Sticker We Showcase A Variety Of Wall Decal Categories Study room Looking Awesome Living room Bath room Attractive Guest room Kitchen Easy to Install Easy to Remove Easy To Clean All Wall Decal are front Matte Finish, water resistant & packaged between two layers.,Smart Wall Guru Medium Adhesive Sticker (Pack of 1) Price: Rs. 299 'Smart Wall Guru'' gives u a pure beautiful house with our decoration wall stickers,wall decals & all kind of designs for your home decoration.These stickers are made of self adhesive PVC vinyl and very easy to apply on plane surface. These are the great suppliment of wallpaper,wall color and another decoration method. Thnkss…,Specifications of Smart Wall Guru Medium Adhesive Sticker (Pack of 1) In The Box Number of Contents in Sales Package Pack of 1 Sales Package 1 Sticker General Ideal Use Home, Child Bedroom, Bedroom Scratch-resistant Yes Brand Smart Wall Guru Laminated Yes Type Adhesive Size in Number 58.43 cm Number of Stickers 1 Material Self Adhesive PVC Vinyl Size Medium Dimensions Height 43 cm Width 58 cm"
Opaleena MDF Wall Shelf,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Wall Shelves >> Opaleena Wall Shelves >> Opaleena MDF Wall Shelf (Number of Shelves - 3, ...""]",Opaleena,3799,"Key Features of Opaleena MDF Wall Shelf Suitable For: Living Room & Bedroom Wall Mountable,Opaleena MDF Wall Shelf (Number of Shelves - 3, White, Pink) Price: Rs. 3,799 Pink & White shade square and rectangular adjoint boxes make an awesome wall shelf. Keep your decorative knick knacks in shelves and give wall and wall shelf an awesome look. Hues of glossy pink and white give this wall shelf a classy look. Brand: Opaleena,Specifications of Opaleena MDF Wall Shelf (Number of Shelves - 3, White, Pink) General Brand Opaleena Suitable For Living Room & Bedroom Model Number WS1614 Material MDF Color White, Pink Dimensions Height 4 inch Width 19 inch Body & Design Features Number of Shelves 3 In the Box Sales Package 3 Rack Shelf Fitting"
AYMH MDF Wall Shelf,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Wall Shelves >> AYMH Wall Shelves >> AYMH MDF Wall Shelf (Number of Shelves - 3)""]",AYMH,839,"Key Features of AYMH MDF Wall Shelf Suitable For: Living Room & Bedroom,Specifications of AYMH MDF Wall Shelf (Number of Shelves - 3) General Brand AYMH Suitable For Living Room & Bedroom Model Number aymh green wooden wall shelves Material MDF Body & Design Features Number of Shelves 3 In the Box Sales Package 3 Rack Self"
Viaan T1-HH-020 Car Hanging Ornament,"[""Automotive >> Car & Bike Accessories >> Car Interior & Exterior >> Car Interior >> Car Hanging Decor >> Viaan T1-HH-020 Car Hanging Ornament""]",Viaan,399,Specifications of Viaan T1-HH-020 Car Hanging Ornament General Brand Viaan Theme Spiritual Model Number T1-HH-020 Model Name Premium Quality Good Looking Material Plastic Color Orange In the Box Sales Package 1 Car Hanging Ornament
,,,,
,,,,
Diviniti DG Royal Ornamental Size 4 Allha religious wall hanging Showpiece  -  30.5 cm,"[""Home Decor & Festive Needs >> Table Decor & Handicrafts >> Showpieces >> Religious Idols >> Diviniti Religious Idols""]",Diviniti,17460,"Diviniti DG Royal Ornamental Size 4 Allha religious wall hanging Showpiece  -  30.5 cm (Glass, Gold)
                         Price: Rs. 17,460
				
			From The House Of Diviniti, We Bring You Double Glass Royale Ornamental Frames Which Are Perfect Accessories For Your Wall, Desk Etc.Set In Double Glass Royale Ornamental Frames And Embodied In Swiss Technology 24 Carat Gold Plated Foil, These Are A Definite Buy For Personal Use Or For Gifting.
From The House Of Diviniti, We Bring You Double Glass Royale Ornamental Frames Which Are Perfect Accessories For Your Wall, Desk Etc.Set In Double Glass Royale Ornamental Frames And Embodied In Swiss Technology 24 Carat Gold Plated Foil, These Are A Definite Buy For Personal Use Or For Gifting."
Parv Collections Showpiece  -  9 cm,"[""Home Decor & Festive Needs >> Showpieces >> Parv Collections Showpieces""]",Parv Collections,730,"Parv Collections Showpiece  -  9 cm (Polyresin, Multicolor)
                         Price: Rs. 730
				
			Lady with A Guitar Statue
Lady with A Guitar Statue"
Parv Collections Showpiece  -  12 cm,"[""Home Decor & Festive Needs >> Showpieces >> Parv Collections Showpieces""]",Parv Collections,1085,"Parv Collections Showpiece  -  12 cm (Polyresin, Multicolor)
                         Price: Rs. 1,085
				
			Lovely Sitting Couple Statue
Lovely Sitting Couple Statue"
Diviniti DG Royal Ornamental Size 4.5 Murgan Ji religious wall hanging Showpiece  -  30.5 cm,"[""Home Decor & Festive Needs >> Table Decor & Handicrafts >> Showpieces >> Religious Idols >> Diviniti Religious Idols""]",Diviniti,47620,"Diviniti DG Royal Ornamental Size 4.5 Murgan Ji religious wall hanging Showpiece  -  30.5 cm (Glass, Gold)
                         Price: Rs. 47,620
				
			From the house of Diviniti, we bring you double glass royale ornamental frames which are perfect accessories for your wall, desk etc.Set in double glass royale ornamental frames and embodied in Swiss Technology 24 carat gold plated foil, these are a definite buy for personal use or for gifting.
From the house of Diviniti, we bring you double glass royale ornamental frames which are perfect accessories for your wall, desk etc.Set in double glass royale ornamental frames and embodied in Swiss Technology 24 carat gold plated foil, these are a definite buy for personal use or for gifting."
Iron Crafts Creative Showpiece  -  21 cm,"[""Home Decor & Festive Needs >> Table Decor & Handicrafts >> Showpieces >> Human Figurines >> Iron Crafts Human Figurines""]",Iron Crafts,449,"Iron Crafts Creative Showpiece  -  21 cm (Iron, Steel)
                         Price: Rs. 449
				
			Showpieces are the wonderful gift items that you can opt for your loved ones on any grand occasion or festival. The presence of a beautiful showpiece whether it is a cute love bird, an artistic flower vase or a candle stand will definitely add a special charm to the interior of your dear one���s home. Anyone will be enthralled to receive showpiece as gift. If your thinking to send unique showpiece as��gift
Showpieces are the wonderful gift items that you can opt for your loved ones on any grand occasion or festival. The presence of a beautiful showpiece whether it is a cute love bird, an artistic flower vase or a candle stand will definitely add a special charm to the interior of your dear one���s home. Anyone will be enthralled to receive showpiece as gift. If your thinking to send unique showpiece as��gift"
Exotic India Adi Buddha Vajrasattva Showpiece  -  27.94 cm,"[""Home Decor & Festive Needs >> Showpieces >> Exotic India Showpieces""]",Exotic India,21800,Buy Exotic India Adi Buddha Vajrasattva Showpiece  -  27.94 cm for Rs.21800 online. Exotic India Adi Buddha Vajrasattva Showpiece  -  27.94 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.
Aapno Rajasthan Princess Design Showpiece  -  22 cm,"[""Home Decor & Festive Needs >> Showpieces >> Aapno Rajasthan Showpieces""]",Aapno Rajasthan,999,Buy Aapno Rajasthan Princess Design Showpiece  -  22 cm for Rs.999 online. Aapno Rajasthan Princess Design Showpiece  -  22 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.
